ANOVA table for Choice 1 :
             sum_sq        df         F        PR(>F)
choice_1   0.029919      15.0  5.949394  1.381979e-12
Residual  83.811334  249987.0       NaN           NaN

Tukey HSD test results for Choice 1:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
 FFIT-AWFIT  FFIT-FFIT   0.0084    0.0  0.0075  0.0092   True
 FFIT-AWFIT  FFIT-WFIT  -0.0157    0.0 -0.0173  -0.014   True
 FFIT-AWFIT WFIT-AWFIT  -0.0145    0.0 -0.0167 -0.0123   True
 FFIT-AWFIT  WFIT-BFIT  -0.0054    0.0 -0.0066 -0.0042   True
 FFIT-AWFIT  WFIT-FFIT  -0.0078    0.0 -0.0092 -0.0065   True
 FFIT-AWFIT  WFIT-WFIT   -0.025    0.0 -0.0297 -0.0202   True
  FFIT-BFIT  FFIT-FFIT  -0.0022    0.0 -0.0028 -0.0017   True
  FFIT-BFIT  FFIT-WFIT  -0.0263    0.0 -0.0278 -0.0248   True
  FFIT-BFIT WFIT-AWFIT  -0.0251    0.0 -0.0272  -0.023   True
  FFIT-BFIT  WFIT-BFIT   -0.016    0.0  -0.017  -0.015   True
  FFIT-BFIT  WFIT-FFIT  -0.0184    0.0 -0.0196 -0.0172   True
  FFIT-BFIT  WFIT-WFIT  -0.0356    0.0 -0.0403 -0.0309   True
  FFIT-FFIT  FFIT-WFIT   -0.024    0.0 -0.0256 -0.0225   True
  FFIT-FFIT WFIT-AWFIT  -0.0229    0.0  -0.025 -0.0208   True
  FFIT-FFIT  WFIT-BFIT  -0.0137    0.0 -0.0147 -0.0127   True
  FFIT-FFIT  WFIT-FFIT  -0.0162    0.0 -0.0174  -0.015   True
  FFIT-FFIT  WFIT-WFIT  -0.0333    0.0 -0.0381 -0.0286   True
  FFIT-WFIT WFIT-AWFIT   0.0011 0.9327 -0.0014  0.0037  False
  FFIT-WFIT  WFIT-BFIT   0.0103    0.0  0.0086   0.012   True
  FFIT-WFIT  WFIT-FFIT   0.0079    0.0   0.006  0.0097   True
  FFIT-WFIT  WFIT-WFIT  -0.0093    0.0 -0.0142 -0.0044   True
 WFIT-AWFIT  WFIT-BFIT   0.0092    0.0  0.0069  0.0114   True
 WFIT-AWFIT  WFIT-FFIT   0.0067    0.0  0.0044  0.0091   True
 WFIT-AWFIT  WFIT-WFIT  -0.0104    0.0 -0.0156 -0.0053   True
  WFIT-BFIT  WFIT-FFIT  -0.0024    0.0 -0.0039  -0.001   True
  WFIT-BFIT  WFIT-WFIT  -0.0196    0.0 -0.0244 -0.0148   True
  WFIT-FFIT  WFIT-WFIT  -0.0172    0.0  -0.022 -0.0124   True
-------------------------------------------------------------

ANOVA table for Choice 7 :
             sum_sq        df           F  PR(>F)
choice_7   9.360862      15.0  2094.59494     0.0
Residual  74.480391  249987.0         NaN     NaN

Tukey HSD test results for Choice 7:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0088    0.0  0.0077  0.0099   True
AWFIT-AWFIT AWFIT-FFIT    0.005    0.0  0.0038  0.0062   True
AWFIT-AWFIT AWFIT-WFIT  -0.0139    0.0 -0.0161 -0.0117   True
AWFIT-AWFIT BFIT-AWFIT    0.008    0.0  0.0068  0.0091   True
AWFIT-AWFIT  BFIT-BFIT   0.0154    0.0  0.0143  0.0164   True
AWFIT-AWFIT  BFIT-FFIT   0.0128    0.0  0.0118  0.0139   True
AWFIT-AWFIT  BFIT-WFIT  -0.0069    0.0 -0.0083 -0.0054   True
AWFIT-AWFIT FFIT-AWFIT   0.0053    0.0  0.0041  0.0065   True
AWFIT-AWFIT  FFIT-BFIT   0.0131    0.0   0.012  0.0142   True
AWFIT-AWFIT  FFIT-FFIT   0.0101    0.0   0.009  0.0112   True
AWFIT-AWFIT  FFIT-WFIT  -0.0092    0.0 -0.0108 -0.0076   True
AWFIT-AWFIT WFIT-AWFIT   -0.014    0.0 -0.0163 -0.0117   True
AWFIT-AWFIT  WFIT-BFIT  -0.0059    0.0 -0.0073 -0.0045   True
AWFIT-AWFIT  WFIT-FFIT  -0.0089    0.0 -0.0105 -0.0073   True
AWFIT-AWFIT  WFIT-WFIT  -0.0235    0.0 -0.0282 -0.0188   True
 AWFIT-BFIT AWFIT-FFIT  -0.0038    0.0 -0.0046  -0.003   True
 AWFIT-BFIT AWFIT-WFIT  -0.0227    0.0 -0.0248 -0.0207   True
 AWFIT-BFIT BFIT-AWFIT  -0.0008 0.0007 -0.0015 -0.0001   True
 AWFIT-BFIT  BFIT-BFIT   0.0066    0.0   0.006  0.0071   True
 AWFIT-BFIT  BFIT-FFIT    0.004    0.0  0.0034  0.0046   True
 AWFIT-BFIT  BFIT-WFIT  -0.0157    0.0 -0.0169 -0.0145   True
 AWFIT-BFIT FFIT-AWFIT  -0.0036    0.0 -0.0044 -0.0028   True
 AWFIT-BFIT  FFIT-BFIT   0.0043    0.0  0.0037  0.0049   True
 AWFIT-BFIT  FFIT-FFIT   0.0013    0.0  0.0006  0.0019   True
 AWFIT-BFIT  FFIT-WFIT   -0.018    0.0 -0.0194 -0.0166   True
 AWFIT-BFIT WFIT-AWFIT  -0.0228    0.0 -0.0249 -0.0207   True
 AWFIT-BFIT  WFIT-BFIT  -0.0147    0.0 -0.0158 -0.0136   True
 AWFIT-BFIT  WFIT-FFIT  -0.0177    0.0 -0.0191 -0.0164   True
 AWFIT-BFIT  WFIT-WFIT  -0.0323    0.0 -0.0369 -0.0277   True
 AWFIT-FFIT AWFIT-WFIT  -0.0189    0.0  -0.021 -0.0169   True
 AWFIT-FFIT BFIT-AWFIT    0.003    0.0  0.0022  0.0038   True
 AWFIT-FFIT  BFIT-BFIT   0.0104    0.0  0.0097   0.011   True
 AWFIT-FFIT  BFIT-FFIT   0.0078    0.0  0.0071  0.0085   True
 AWFIT-FFIT  BFIT-WFIT  -0.0119    0.0 -0.0131 -0.0107   True
 AWFIT-FFIT FFIT-AWFIT   0.0002 0.9995 -0.0006  0.0011  False
 AWFIT-FFIT  FFIT-BFIT   0.0081    0.0  0.0074  0.0088   True
 AWFIT-FFIT  FFIT-FFIT   0.0051    0.0  0.0044  0.0058   True
 AWFIT-FFIT  FFIT-WFIT  -0.0142    0.0 -0.0156 -0.0128   True
 AWFIT-FFIT WFIT-AWFIT   -0.019    0.0 -0.0211 -0.0169   True
 AWFIT-FFIT  WFIT-BFIT  -0.0109    0.0  -0.012 -0.0097   True
 AWFIT-FFIT  WFIT-FFIT  -0.0139    0.0 -0.0153 -0.0125   True
 AWFIT-FFIT  WFIT-WFIT  -0.0285    0.0 -0.0331 -0.0239   True
 AWFIT-WFIT BFIT-AWFIT   0.0219    0.0  0.0199  0.0239   True
 AWFIT-WFIT  BFIT-BFIT   0.0293    0.0  0.0273  0.0313   True
 AWFIT-WFIT  BFIT-FFIT   0.0267    0.0  0.0247  0.0287   True
 AWFIT-WFIT  BFIT-WFIT    0.007    0.0  0.0048  0.0093   True
 AWFIT-WFIT FFIT-AWFIT   0.0192    0.0  0.0171  0.0212   True
 AWFIT-WFIT  FFIT-BFIT    0.027    0.0   0.025   0.029   True
 AWFIT-WFIT  FFIT-FFIT    0.024    0.0   0.022   0.026   True
 AWFIT-WFIT  FFIT-WFIT   0.0047    0.0  0.0024  0.0071   True
 AWFIT-WFIT WFIT-AWFIT  -0.0001    1.0 -0.0029  0.0027  False
 AWFIT-WFIT  WFIT-BFIT    0.008    0.0  0.0058  0.0102   True
 AWFIT-WFIT  WFIT-FFIT    0.005    0.0  0.0027  0.0073   True
 AWFIT-WFIT  WFIT-WFIT  -0.0096    0.0 -0.0146 -0.0046   True
 BFIT-AWFIT  BFIT-BFIT   0.0074    0.0  0.0068   0.008   True
 BFIT-AWFIT  BFIT-FFIT   0.0048    0.0  0.0042  0.0055   True
 BFIT-AWFIT  BFIT-WFIT  -0.0149    0.0 -0.0161 -0.0137   True
 BFIT-AWFIT FFIT-AWFIT  -0.0027    0.0 -0.0036 -0.0019   True
 BFIT-AWFIT  FFIT-BFIT   0.0051    0.0  0.0045  0.0057   True
 BFIT-AWFIT  FFIT-FFIT   0.0021    0.0  0.0014  0.0028   True
 BFIT-AWFIT  FFIT-WFIT  -0.0172    0.0 -0.0186 -0.0158   True
 BFIT-AWFIT WFIT-AWFIT   -0.022    0.0 -0.0241 -0.0199   True
 BFIT-AWFIT  WFIT-BFIT  -0.0139    0.0  -0.015 -0.0127   True
 BFIT-AWFIT  WFIT-FFIT  -0.0169    0.0 -0.0183 -0.0155   True
 BFIT-AWFIT  WFIT-WFIT  -0.0315    0.0 -0.0361 -0.0269   True
  BFIT-BFIT  BFIT-FFIT  -0.0025    0.0  -0.003 -0.0021   True
  BFIT-BFIT  BFIT-WFIT  -0.0222    0.0 -0.0233 -0.0211   True
  BFIT-BFIT FFIT-AWFIT  -0.0101    0.0 -0.0108 -0.0094   True
  BFIT-BFIT  FFIT-BFIT  -0.0023    0.0 -0.0027 -0.0018   True
  BFIT-BFIT  FFIT-FFIT  -0.0053    0.0 -0.0058 -0.0048   True
  BFIT-BFIT  FFIT-WFIT  -0.0246    0.0 -0.0259 -0.0232   True
  BFIT-BFIT WFIT-AWFIT  -0.0294    0.0 -0.0314 -0.0273   True
  BFIT-BFIT  WFIT-BFIT  -0.0212    0.0 -0.0222 -0.0202   True
  BFIT-BFIT  WFIT-FFIT  -0.0243    0.0 -0.0256  -0.023   True
  BFIT-BFIT  WFIT-WFIT  -0.0389    0.0 -0.0434 -0.0343   True
  BFIT-FFIT  BFIT-WFIT  -0.0197    0.0 -0.0208 -0.0186   True
  BFIT-FFIT FFIT-AWFIT  -0.0076    0.0 -0.0083 -0.0068   True
  BFIT-FFIT  FFIT-BFIT   0.0003  0.605 -0.0002  0.0007  False
  BFIT-FFIT  FFIT-FFIT  -0.0027    0.0 -0.0033 -0.0022   True
  BFIT-FFIT  FFIT-WFIT   -0.022    0.0 -0.0234 -0.0207   True
  BFIT-FFIT WFIT-AWFIT  -0.0268    0.0 -0.0289 -0.0248   True
  BFIT-FFIT  WFIT-BFIT  -0.0187    0.0 -0.0197 -0.0177   True
  BFIT-FFIT  WFIT-FFIT  -0.0217    0.0  -0.023 -0.0204   True
  BFIT-FFIT  WFIT-WFIT  -0.0363    0.0 -0.0409 -0.0317   True
  BFIT-WFIT FFIT-AWFIT   0.0121    0.0  0.0109  0.0134   True
  BFIT-WFIT  FFIT-BFIT     0.02    0.0  0.0188  0.0211   True
  BFIT-WFIT  FFIT-FFIT    0.017    0.0  0.0158  0.0181   True
  BFIT-WFIT  FFIT-WFIT  -0.0023    0.0  -0.004 -0.0006   True
  BFIT-WFIT WFIT-AWFIT  -0.0071    0.0 -0.0094 -0.0048   True
  BFIT-WFIT  WFIT-BFIT    0.001 0.3443 -0.0005  0.0025  False
  BFIT-WFIT  WFIT-FFIT   -0.002 0.0002 -0.0037 -0.0004   True
  BFIT-WFIT  WFIT-WFIT  -0.0166    0.0 -0.0213 -0.0119   True
 FFIT-AWFIT  FFIT-BFIT   0.0078    0.0  0.0071  0.0086   True
 FFIT-AWFIT  FFIT-FFIT   0.0048    0.0  0.0041  0.0056   True
 FFIT-AWFIT  FFIT-WFIT  -0.0145    0.0 -0.0159  -0.013   True
 FFIT-AWFIT WFIT-AWFIT  -0.0193    0.0 -0.0214 -0.0171   True
 FFIT-AWFIT  WFIT-BFIT  -0.0111    0.0 -0.0123   -0.01   True
 FFIT-AWFIT  WFIT-FFIT  -0.0142    0.0 -0.0156 -0.0128   True
 FFIT-AWFIT  WFIT-WFIT  -0.0287    0.0 -0.0334 -0.0241   True
  FFIT-BFIT  FFIT-FFIT   -0.003    0.0 -0.0035 -0.0025   True
  FFIT-BFIT  FFIT-WFIT  -0.0223    0.0 -0.0236  -0.021   True
  FFIT-BFIT WFIT-AWFIT  -0.0271    0.0 -0.0292  -0.025   True
  FFIT-BFIT  WFIT-BFIT   -0.019    0.0   -0.02 -0.0179   True
  FFIT-BFIT  WFIT-FFIT   -0.022    0.0 -0.0233 -0.0207   True
  FFIT-BFIT  WFIT-WFIT  -0.0366    0.0 -0.0412  -0.032   True
  FFIT-FFIT  FFIT-WFIT  -0.0193    0.0 -0.0206 -0.0179   True
  FFIT-FFIT WFIT-AWFIT  -0.0241    0.0 -0.0262  -0.022   True
  FFIT-FFIT  WFIT-BFIT   -0.016    0.0  -0.017 -0.0149   True
  FFIT-FFIT  WFIT-FFIT   -0.019    0.0 -0.0203 -0.0177   True
  FFIT-FFIT  WFIT-WFIT  -0.0336    0.0 -0.0382  -0.029   True
  FFIT-WFIT WFIT-AWFIT  -0.0048    0.0 -0.0072 -0.0024   True
  FFIT-WFIT  WFIT-BFIT   0.0033    0.0  0.0017  0.0049   True
  FFIT-WFIT  WFIT-FFIT   0.0003    1.0 -0.0015  0.0021  False
  FFIT-WFIT  WFIT-WFIT  -0.0143    0.0 -0.0191 -0.0095   True
 WFIT-AWFIT  WFIT-BFIT   0.0081    0.0  0.0059  0.0104   True
 WFIT-AWFIT  WFIT-FFIT   0.0051    0.0  0.0027  0.0075   True
 WFIT-AWFIT  WFIT-WFIT  -0.0095    0.0 -0.0145 -0.0045   True
  WFIT-BFIT  WFIT-FFIT   -0.003    0.0 -0.0046 -0.0014   True
  WFIT-BFIT  WFIT-WFIT  -0.0176    0.0 -0.0223 -0.0129   True
  WFIT-FFIT  WFIT-WFIT  -0.0146    0.0 -0.0193 -0.0098   True
-------------------------------------------------------------

ANOVA table for Choice 8 :
             sum_sq        df          F  PR(>F)
choice_8  12.577183      15.0  2941.2974     0.0
Residual  71.264070  249987.0        NaN     NaN

Tukey HSD test results for Choice 8:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0109    0.0   0.009  0.0128   True
AWFIT-AWFIT AWFIT-FFIT   0.0091    0.0  0.0072  0.0111   True
AWFIT-AWFIT AWFIT-WFIT  -0.0119    0.0 -0.0154 -0.0084   True
AWFIT-AWFIT BFIT-AWFIT   0.0091    0.0  0.0072  0.0111   True
AWFIT-AWFIT  BFIT-BFIT   0.0235    0.0  0.0216  0.0253   True
AWFIT-AWFIT  BFIT-FFIT   0.0222    0.0  0.0203   0.024   True
AWFIT-AWFIT  BFIT-WFIT  -0.0038    0.0 -0.0059 -0.0016   True
AWFIT-AWFIT FFIT-AWFIT   0.0063    0.0  0.0043  0.0083   True
AWFIT-AWFIT  FFIT-BFIT   0.0196    0.0  0.0178  0.0215   True
AWFIT-AWFIT  FFIT-FFIT   0.0189    0.0  0.0171  0.0208   True
AWFIT-AWFIT  FFIT-WFIT  -0.0062    0.0 -0.0085 -0.0039   True
AWFIT-AWFIT WFIT-AWFIT  -0.0124    0.0 -0.0161 -0.0086   True
AWFIT-AWFIT  WFIT-BFIT  -0.0029    0.0 -0.0051 -0.0007   True
AWFIT-AWFIT  WFIT-FFIT  -0.0034    0.0 -0.0057 -0.0012   True
AWFIT-AWFIT  WFIT-WFIT  -0.0198    0.0 -0.0264 -0.0132   True
 AWFIT-BFIT AWFIT-FFIT  -0.0018    0.0 -0.0027 -0.0008   True
 AWFIT-BFIT AWFIT-WFIT  -0.0228    0.0 -0.0259 -0.0198   True
 AWFIT-BFIT BFIT-AWFIT  -0.0018    0.0 -0.0027 -0.0008   True
 AWFIT-BFIT  BFIT-BFIT   0.0126    0.0  0.0119  0.0133   True
 AWFIT-BFIT  BFIT-FFIT   0.0113    0.0  0.0105   0.012   True
 AWFIT-BFIT  BFIT-WFIT  -0.0146    0.0 -0.0159 -0.0134   True
 AWFIT-BFIT FFIT-AWFIT  -0.0046    0.0 -0.0057 -0.0035   True
 AWFIT-BFIT  FFIT-BFIT   0.0087    0.0   0.008  0.0095   True
 AWFIT-BFIT  FFIT-FFIT    0.008    0.0  0.0073  0.0088   True
 AWFIT-BFIT  FFIT-WFIT  -0.0171    0.0 -0.0187 -0.0155   True
 AWFIT-BFIT WFIT-AWFIT  -0.0233    0.0 -0.0266 -0.0199   True
 AWFIT-BFIT  WFIT-BFIT  -0.0138    0.0 -0.0152 -0.0124   True
 AWFIT-BFIT  WFIT-FFIT  -0.0143    0.0 -0.0158 -0.0129   True
 AWFIT-BFIT  WFIT-WFIT  -0.0307    0.0 -0.0371 -0.0243   True
 AWFIT-FFIT AWFIT-WFIT  -0.0211    0.0 -0.0242  -0.018   True
 AWFIT-FFIT BFIT-AWFIT     -0.0    1.0  -0.001   0.001  False
 AWFIT-FFIT  BFIT-BFIT   0.0143    0.0  0.0136  0.0151   True
 AWFIT-FFIT  BFIT-FFIT    0.013    0.0  0.0123  0.0138   True
 AWFIT-FFIT  BFIT-WFIT  -0.0129    0.0 -0.0142 -0.0116   True
 AWFIT-FFIT FFIT-AWFIT  -0.0029    0.0  -0.004 -0.0017   True
 AWFIT-FFIT  FFIT-BFIT   0.0105    0.0  0.0097  0.0112   True
 AWFIT-FFIT  FFIT-FFIT   0.0098    0.0   0.009  0.0106   True
 AWFIT-FFIT  FFIT-WFIT  -0.0153    0.0 -0.0169 -0.0137   True
 AWFIT-FFIT WFIT-AWFIT  -0.0215    0.0 -0.0249 -0.0181   True
 AWFIT-FFIT  WFIT-BFIT  -0.0121    0.0 -0.0135 -0.0107   True
 AWFIT-FFIT  WFIT-FFIT  -0.0126    0.0 -0.0141 -0.0111   True
 AWFIT-FFIT  WFIT-WFIT  -0.0289    0.0 -0.0353 -0.0226   True
 AWFIT-WFIT BFIT-AWFIT   0.0211    0.0   0.018  0.0241   True
 AWFIT-WFIT  BFIT-BFIT   0.0354    0.0  0.0324  0.0384   True
 AWFIT-WFIT  BFIT-FFIT   0.0341    0.0  0.0311  0.0371   True
 AWFIT-WFIT  BFIT-WFIT   0.0082    0.0   0.005  0.0114   True
 AWFIT-WFIT FFIT-AWFIT   0.0182    0.0  0.0151  0.0213   True
 AWFIT-WFIT  FFIT-BFIT   0.0316    0.0  0.0286  0.0346   True
 AWFIT-WFIT  FFIT-FFIT   0.0309    0.0  0.0279  0.0339   True
 AWFIT-WFIT  FFIT-WFIT   0.0058    0.0  0.0025  0.0091   True
 AWFIT-WFIT WFIT-AWFIT  -0.0004    1.0 -0.0049   0.004  False
 AWFIT-WFIT  WFIT-BFIT    0.009    0.0  0.0058  0.0122   True
 AWFIT-WFIT  WFIT-FFIT   0.0085    0.0  0.0052  0.0118   True
 AWFIT-WFIT  WFIT-WFIT  -0.0079 0.0014 -0.0149 -0.0008   True
 BFIT-AWFIT  BFIT-BFIT   0.0144    0.0  0.0136  0.0151   True
 BFIT-AWFIT  BFIT-FFIT    0.013    0.0  0.0123  0.0138   True
 BFIT-AWFIT  BFIT-WFIT  -0.0129    0.0 -0.0142 -0.0116   True
 BFIT-AWFIT FFIT-AWFIT  -0.0028    0.0 -0.0039 -0.0017   True
 BFIT-AWFIT  FFIT-BFIT   0.0105    0.0  0.0097  0.0113   True
 BFIT-AWFIT  FFIT-FFIT   0.0098    0.0   0.009  0.0106   True
 BFIT-AWFIT  FFIT-WFIT  -0.0153    0.0 -0.0169 -0.0137   True
 BFIT-AWFIT WFIT-AWFIT  -0.0215    0.0 -0.0249 -0.0181   True
 BFIT-AWFIT  WFIT-BFIT  -0.0121    0.0 -0.0135 -0.0107   True
 BFIT-AWFIT  WFIT-FFIT  -0.0126    0.0  -0.014 -0.0111   True
 BFIT-AWFIT  WFIT-WFIT  -0.0289    0.0 -0.0353 -0.0225   True
  BFIT-BFIT  BFIT-FFIT  -0.0013    0.0 -0.0017  -0.001   True
  BFIT-BFIT  BFIT-WFIT  -0.0272    0.0 -0.0283 -0.0261   True
  BFIT-BFIT FFIT-AWFIT  -0.0172    0.0 -0.0181 -0.0163   True
  BFIT-BFIT  FFIT-BFIT  -0.0039    0.0 -0.0043 -0.0034   True
  BFIT-BFIT  FFIT-FFIT  -0.0045    0.0  -0.005 -0.0041   True
  BFIT-BFIT  FFIT-WFIT  -0.0296    0.0 -0.0311 -0.0282   True
  BFIT-BFIT WFIT-AWFIT  -0.0358    0.0 -0.0392 -0.0325   True
  BFIT-BFIT  WFIT-BFIT  -0.0264    0.0 -0.0277 -0.0252   True
  BFIT-BFIT  WFIT-FFIT  -0.0269    0.0 -0.0282 -0.0256   True
  BFIT-BFIT  WFIT-WFIT  -0.0433    0.0 -0.0496 -0.0369   True
  BFIT-FFIT  BFIT-WFIT  -0.0259    0.0  -0.027 -0.0248   True
  BFIT-FFIT FFIT-AWFIT  -0.0159    0.0 -0.0168  -0.015   True
  BFIT-FFIT  FFIT-BFIT  -0.0025    0.0  -0.003 -0.0021   True
  BFIT-FFIT  FFIT-FFIT  -0.0032    0.0 -0.0037 -0.0028   True
  BFIT-FFIT  FFIT-WFIT  -0.0283    0.0 -0.0298 -0.0269   True
  BFIT-FFIT WFIT-AWFIT  -0.0345    0.0 -0.0378 -0.0312   True
  BFIT-FFIT  WFIT-BFIT  -0.0251    0.0 -0.0263 -0.0238   True
  BFIT-FFIT  WFIT-FFIT  -0.0256    0.0 -0.0269 -0.0243   True
  BFIT-FFIT  WFIT-WFIT   -0.042    0.0 -0.0483 -0.0356   True
  BFIT-WFIT FFIT-AWFIT     0.01    0.0  0.0087  0.0114   True
  BFIT-WFIT  FFIT-BFIT   0.0234    0.0  0.0222  0.0245   True
  BFIT-WFIT  FFIT-FFIT   0.0227    0.0  0.0216  0.0238   True
  BFIT-WFIT  FFIT-WFIT  -0.0024    0.0 -0.0042 -0.0006   True
  BFIT-WFIT WFIT-AWFIT  -0.0086    0.0 -0.0121 -0.0051   True
  BFIT-WFIT  WFIT-BFIT   0.0008 0.8501 -0.0008  0.0025  False
  BFIT-WFIT  WFIT-FFIT   0.0003    1.0 -0.0014   0.002  False
  BFIT-WFIT  WFIT-WFIT   -0.016    0.0 -0.0225 -0.0096   True
 FFIT-AWFIT  FFIT-BFIT   0.0133    0.0  0.0124  0.0143   True
 FFIT-AWFIT  FFIT-FFIT   0.0126    0.0  0.0117  0.0136   True
 FFIT-AWFIT  FFIT-WFIT  -0.0125    0.0 -0.0141 -0.0108   True
 FFIT-AWFIT WFIT-AWFIT  -0.0187    0.0 -0.0221 -0.0152   True
 FFIT-AWFIT  WFIT-BFIT  -0.0092    0.0 -0.0107 -0.0077   True
 FFIT-AWFIT  WFIT-FFIT  -0.0097    0.0 -0.0113 -0.0082   True
 FFIT-AWFIT  WFIT-WFIT  -0.0261    0.0 -0.0325 -0.0197   True
  FFIT-BFIT  FFIT-FFIT  -0.0007    0.0 -0.0012 -0.0002   True
  FFIT-BFIT  FFIT-WFIT  -0.0258    0.0 -0.0273 -0.0243   True
  FFIT-BFIT WFIT-AWFIT   -0.032    0.0 -0.0353 -0.0287   True
  FFIT-BFIT  WFIT-BFIT  -0.0225    0.0 -0.0238 -0.0213   True
  FFIT-BFIT  WFIT-FFIT  -0.0231    0.0 -0.0244 -0.0217   True
  FFIT-BFIT  WFIT-WFIT  -0.0394    0.0 -0.0458 -0.0331   True
  FFIT-FFIT  FFIT-WFIT  -0.0251    0.0 -0.0266 -0.0236   True
  FFIT-FFIT WFIT-AWFIT  -0.0313    0.0 -0.0346  -0.028   True
  FFIT-FFIT  WFIT-BFIT  -0.0219    0.0 -0.0231 -0.0206   True
  FFIT-FFIT  WFIT-FFIT  -0.0224    0.0 -0.0237  -0.021   True
  FFIT-FFIT  WFIT-WFIT  -0.0387    0.0 -0.0451 -0.0324   True
  FFIT-WFIT WFIT-AWFIT  -0.0062    0.0 -0.0098 -0.0026   True
  FFIT-WFIT  WFIT-BFIT   0.0032    0.0  0.0013  0.0051   True
  FFIT-WFIT  WFIT-FFIT   0.0027    0.0  0.0008  0.0047   True
  FFIT-WFIT  WFIT-WFIT  -0.0136    0.0 -0.0201 -0.0071   True
 WFIT-AWFIT  WFIT-BFIT   0.0094    0.0  0.0059   0.013   True
 WFIT-AWFIT  WFIT-FFIT   0.0089    0.0  0.0054  0.0125   True
 WFIT-AWFIT  WFIT-WFIT  -0.0074 0.0055 -0.0146 -0.0003   True
  WFIT-BFIT  WFIT-FFIT  -0.0005 0.9993 -0.0023  0.0013  False
  WFIT-BFIT  WFIT-WFIT  -0.0169    0.0 -0.0233 -0.0104   True
  WFIT-FFIT  WFIT-WFIT  -0.0164    0.0 -0.0228 -0.0099   True
-------------------------------------------------------------

ANOVA table for Choice 9 :
             sum_sq        df            F  PR(>F)
choice_9  16.362729      15.0  4041.255742     0.0
Residual  67.478524  249987.0          NaN     NaN

Tukey HSD test results for Choice 9:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0073    0.0   0.006  0.0086   True
AWFIT-AWFIT AWFIT-FFIT   0.0065    0.0  0.0052  0.0078   True
AWFIT-AWFIT AWFIT-WFIT  -0.0275    0.0 -0.0306 -0.0244   True
AWFIT-AWFIT BFIT-AWFIT   0.0118    0.0  0.0106  0.0131   True
AWFIT-AWFIT  BFIT-BFIT   0.0205    0.0  0.0193  0.0217   True
AWFIT-AWFIT  BFIT-FFIT    0.018    0.0  0.0168  0.0192   True
AWFIT-AWFIT  BFIT-WFIT  -0.0205    0.0 -0.0222 -0.0188   True
AWFIT-AWFIT FFIT-AWFIT   0.0088    0.0  0.0075  0.0101   True
AWFIT-AWFIT  FFIT-BFIT   0.0168    0.0  0.0156   0.018   True
AWFIT-AWFIT  FFIT-FFIT   0.0159    0.0  0.0147  0.0172   True
AWFIT-AWFIT  FFIT-WFIT  -0.0222    0.0 -0.0241 -0.0203   True
AWFIT-AWFIT WFIT-AWFIT  -0.0215    0.0 -0.0243 -0.0187   True
AWFIT-AWFIT  WFIT-BFIT  -0.0141    0.0 -0.0158 -0.0123   True
AWFIT-AWFIT  WFIT-FFIT  -0.0155    0.0 -0.0174 -0.0136   True
AWFIT-AWFIT  WFIT-WFIT  -0.0398    0.0 -0.0477 -0.0319   True
 AWFIT-BFIT AWFIT-FFIT  -0.0008  0.041 -0.0017  0.0001  False
 AWFIT-BFIT AWFIT-WFIT  -0.0348    0.0 -0.0378 -0.0319   True
 AWFIT-BFIT BFIT-AWFIT   0.0045    0.0  0.0037  0.0053   True
 AWFIT-BFIT  BFIT-BFIT   0.0132    0.0  0.0125  0.0138   True
 AWFIT-BFIT  BFIT-FFIT   0.0107    0.0    0.01  0.0114   True
 AWFIT-BFIT  BFIT-WFIT  -0.0279    0.0 -0.0293 -0.0265   True
 AWFIT-BFIT FFIT-AWFIT   0.0015    0.0  0.0006  0.0023   True
 AWFIT-BFIT  FFIT-BFIT   0.0095    0.0  0.0088  0.0102   True
 AWFIT-BFIT  FFIT-FFIT   0.0086    0.0  0.0079  0.0093   True
 AWFIT-BFIT  FFIT-WFIT  -0.0295    0.0 -0.0312 -0.0279   True
 AWFIT-BFIT WFIT-AWFIT  -0.0288    0.0 -0.0314 -0.0261   True
 AWFIT-BFIT  WFIT-BFIT  -0.0214    0.0 -0.0229 -0.0199   True
 AWFIT-BFIT  WFIT-FFIT  -0.0228    0.0 -0.0245 -0.0212   True
 AWFIT-BFIT  WFIT-WFIT  -0.0471    0.0 -0.0549 -0.0393   True
 AWFIT-FFIT AWFIT-WFIT   -0.034    0.0  -0.037  -0.031   True
 AWFIT-FFIT BFIT-AWFIT   0.0053    0.0  0.0045  0.0062   True
 AWFIT-FFIT  BFIT-BFIT    0.014    0.0  0.0133  0.0147   True
 AWFIT-FFIT  BFIT-FFIT   0.0115    0.0  0.0108  0.0122   True
